,film,film_id,imdb_song,spotify_song
5,Django Unchained,1853728,Gavotte ,"French Suite No.6 in E, BWV 817: 4. Gavotte"
6,Django Unchained,1853728,Town of Silence ,Enjoy the Silence
7,Django Unchained,1853728,Town of Silence (2nd Version) ,Town of Silence (2nd Version)
8,Django Unchained,1853728,Freedom ,Freedom
9,Django Unchained,1853728,La Corsa (2nd Version) ,La Corsa (2nd Version)
10,Django Unchained,1853728,I Got a Name ,I Got A Name - Stereo Version
11,Django Unchained,1853728,Dies Irae (Requiem) ,"Requiem: XVI. Libera Me, Dies Irae, Requiem Aeternam"
12,Django Unchained,1853728,I giorni dell'ira ,I giorni dell'ira
13,Django Unchained,1853728,The Big Risk ,We Got The Work (feat. Risktaker D-Boy & TLG Deuce)
14,Django Unchained,1853728,100 Black Coffins ,100 Black Coffins
15,Django Unchained,1853728,Minacciosamente Lotano ,"Minacciosamente Lontano (From ""The Hellbenders - I Crudeli"")"
16,Django Unchained,1853728,Trackers Chant ,
17,Django Unchained,1853728,Nicaragua ,Nicaragua
18,Django Unchained,1853728,Ancora Qui ,Ancora Qui
19,Django Unchained,1853728,Sister Sara's Theme ,Sister Sara's Theme
20,Django Unchained,1853728,Blue Dark Waltz ,Blue Dark Waltz
21,Django Unchained,1853728,Für Elise ,"Für Elise, WoO 59"
22,Django Unchained,1853728,Unchained (The Payback/Untouchable) ,Unchained (The Payback / Untouchable)
23,Django Unchained,1853728,Freedom ,Freedom
24,Django Unchained,1853728,Who Did That to You? ,Who Did That to You
25,Django Unchained,1853728,Ain't No Grave (Black Opium Remix) ,
26,Django Unchained,1853728,Too Old to Die Young ,Too Old to Die Young
27,Django Unchained,1853728,Un monumento ,Un Monumento
28,Django Unchained,1853728,Trinity: Titoli ,TRINITY: TITOLI
29,Django Unchained,1853728,Dopo la congiura ,Dopo la congiura
30,Django Unchained,1853728,Ode to Django ,Ode to Leipzig
31,Django Unchained,1853728,Will the Circle Be Unbroken ,Will The Circle Be Unbroken - Live
32,Django Unchained,1853728,In the Sweet By-and-By ,In the Sweet By and By
0,Paths of Glory,0050825,La Marseillaise ,La Marseillaise
1,Paths of Glory,0050825,"Künstlerleben (Artist's Life), Op.316 ","Künstler-Leben (Artists' Life), Op. 316 (RV 316)"
2,Paths of Glory,0050825,Der Treue Husar ,Der treue Husar
0,The Shining,0081505,The Shining (Main Title) ,Dies Irae / Violet (Incorporating The Shining Main Title)
1,The Shining,0081505,Lontano ,Lontano
2,The Shining,0081505,The Awakening of Jakob ,Przebudzenie Jakuba (The Awakening of Jacob)
3,The Shining,0081505,Utrenja - Ewangelia ,Zmartwychwstanie: II. Ewangelia
4,The Shining,0081505,Utrenja - Kanon Paschy ,Zmartwychwstanie: II. Kanon Paschy
5,The Shining,0081505,De Natura Sonoris No. 1 ,De Natura Sonoris No. 2 - 1994 Digital Remaster
6,The Shining,0081505,De Natura Sonoris No. 2 ,De Natura Sonoris No. 2 - 1994 Digital Remaster
7,The Shining,0081505,Polymorphia ,Polymorphia
8,The Shining,0081505,Masquerade ,Masquerade
9,The Shining,0081505,"Midnight, the Stars and You ","Midnight, The Stars and You"
10,The Shining,0081505,It's All Forgotten Now ,It's All Forgotten Now
11,The Shining,0081505,Home (When Shadows Fall) ,Home (When Shadows Fall)
12,The Shining,0081505,Kanon for 52 String Orchestra and Tape ,
13,The Shining,0081505,"Music for Strings, Percussion, and Celesta (Movement III) ",
0,Avengers: Infinity War,4154756,The Rubberband Man ,The Rubberband Man
1,Avengers: Infinity War,4154756,Black Panther Theme ,"Black Panther Main Theme (From ""Black Panther"")"
0,WALL·E,0910970,Put On Your Sunday Clothes ,Put on Your Sunday Clothes
1,WALL·E,0910970,BNL Jingle ,Jingle Bell Rock
2,WALL·E,0910970,It Only Takes a Moment ,It Only Takes a Moment
3,WALL·E,0910970,La Vie en Rose ,La Vie en Rose
4,WALL·E,0910970,"Don't Worry, Be Happy ",Don't Worry Be Happy
5,WALL·E,0910970,Also Sprach Zarathustra ,Also Sprach Zarathustra
6,WALL·E,0910970,Down to Earth ,Down to Earth
0,Sunset Blvd.,0043014,The Paramount-Don't-Want-Me Blues ,
1,Sunset Blvd.,0043014,Buttons and Bows ,Buttons and Bows - 78rpm Version
2,Sunset Blvd.,0043014,Charmaine/Diane ,Diane/Ramona/Charmaine
3,Sunset Blvd.,0043014,"Toccata and Fugue in D-Minor, BWV 565 ","Toccata and Fugue in D Minor, BWV 565: 1. Toccata"
4,Sunset Blvd.,0043014,Auld Lang Syne ,Auld Lang Syne
5,Sunset Blvd.,0043014,La Cumparsita ,La Cumparsita
6,Sunset Blvd.,0043014,Sobre las Olas (Over the Waves) ,Sobre las olas (Over the Waves)
0,Spider-Man: Into the Spider-Verse,4633694,People Get Up and Drive Your Funky Soul (Remix) ,People Get Up And Drive Your Funky Soul - Remix
1,Spider-Man: Into the Spider-Verse,4633694,Theme from Spiderman ,"Theme (from ""Spider Man"") [Original Television Series]"
2,Spider-Man: Into the Spider-Verse,4633694,Sunflower (Spider-Man: Into the Spider-Verse) ,Sunflower - Spider-Man: Into the Spider-Verse
3,Spider-Man: Into the Spider-Verse,4633694,Capullito de Alelí ,Capullito de Aleli
4,Spider-Man: Into the Spider-Verse,4633694,Familia (Spider-Man: Into the Spider-Verse) ,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse"
5,Spider-Man: Into the Spider-Verse,4633694,Invincible ,Invincible
6,Spider-Man: Into the Spider-Verse,4633694,Save the Day ,Save The Day (feat. Coi Leray & LouGotCash)
7,Spider-Man: Into the Spider-Verse,4633694,Memories ,Memories
8,Spider-Man: Into the Spider-Verse,4633694,Chemical Calisthenics ,Chemical Calisthenics
9,Spider-Man: Into the Spider-Verse,4633694,Hypnotize ,Hypnotize - 2014 Remaster
10,Spider-Man: Into the Spider-Verse,4633694,Buss This ,Buss This
11,Spider-Man: Into the Spider-Verse,4633694,The Number Song (Cut Chemist Remix) ,
12,Spider-Man: Into the Spider-Verse,4633694,The Choice Is Yours ,The Choice Is Yours (Revisited)
13,Spider-Man: Into the Spider-Verse,4633694,Apache ,Apache
14,Spider-Man: Into the Spider-Verse,4633694,Mary Mary ,"Mary, Mary, Quite Contrary"
15,Spider-Man: Into the Spider-Verse,4633694,Because I Got It Like That ,Because I Got It Like That
16,Spider-Man: Into the Spider-Verse,4633694,Spidey Bells (A Hero's Lament) ,Spidey-Bells (A Hero's Lament)
17,Spider-Man: Into the Spider-Verse,4633694,Scared of the Dark ,Scared of the Dark (feat. XXXTENTACION)
18,Spider-Man: Into the Spider-Verse,4633694,Mumble Rap ,Mumble Rapper vs. Lyricist
19,Spider-Man: Into the Spider-Verse,4633694,St. Elmo's Fire (Man in Motion) ,St. Elmos Fire (Man in Motion)
20,Spider-Man: Into the Spider-Verse,4633694,To the End ,To the End
21,Spider-Man: Into the Spider-Verse,4633694,Hide ,Hide (feat. Seezyn)
22,Spider-Man: Into the Spider-Verse,4633694,Want It Here ,What Do You Want the Girl to Do
23,Spider-Man: Into the Spider-Verse,4633694,Start a Riot ,Start a Riot
24,Spider-Man: Into the Spider-Verse,4633694,What's Up Danger ,What's Up Danger (with Black Caviar)
25,Spider-Man: Into the Spider-Verse,4633694,Elevate ,Elevate
26,Spider-Man: Into the Spider-Verse,4633694,Way Up ,Way Up
27,Spider-Man: Into the Spider-Verse,4633694,Home ,Homesick
28,Spider-Man: Into the Spider-Verse,4633694,Salsa en la Calle ,Como Mi Salsa Ninguna
29,Spider-Man: Into the Spider-Verse,4633694,Taut Walk ,Taut Walk
0,Princess Mononoke,0119698,Mononoke-Hime/Princess Mononoke Theme Song ,
1,Princess Mononoke,0119698,Princess Mononoke Theme Song (Mononoke-Hime) ,
2,Princess Mononoke,0119698,The Tatara Women Work Song (Tatara Fumu Onnatachi) ,The Tatara Women Work Song: Tatara Fumu Onnatachi
0,Dr. Strangelove,0057012,Try a Little Tenderness ,Try a Little Tenderness
1,Dr. Strangelove,0057012,When Johnny Comes Marching Home ,When Johnny Comes Marching Home
2,Dr. Strangelove,0057012,We'll Meet Again ,We'll Meet Again
0,Oldboy,0364569,Bring My Love ,Bring My Love
1,Oldboy,0364569,Winter ,Winter
2,Oldboy,0364569,Waltz ,"Waltzes, Op. 69: No. 1 in A-Flat Major ""Farewell Waltz"""
0,Witness for the Prosecution,0051201,I May Never Go Home Anymore ,I May Never Go Home Anymore - Single Version
0,Avengers: Endgame,4154796,Dear Mr. Fantasy ,Dear Mr. Fantasy
1,Avengers: Endgame,4154796,Ant-Man Theme ,Theme from Ant-Man
2,Avengers: Endgame,4154796,Let's Go ,Let's Go
3,Avengers: Endgame,4154796,Supersonic Rocket Ship ,Supersonic Rocket Ship
4,Avengers: Endgame,4154796,Doom and Gloom ,Doom And Gloom
5,Avengers: Endgame,4154796,Doctor Strange Theme ,Doctor Strange Theme - Go For Baroque - - Baby Lullaby ver.
6,Avengers: Endgame,4154796,Hey Lawdy Mama ,Hey Lawdy Mama - Single Version
7,Avengers: Endgame,4154796,Come and Get Your Love ,Come and Get Your Love - Single Version
8,Avengers: Endgame,4154796,"It's Been a Long, Long Time ","It's Been a Long, Long Time"
9,Avengers: Endgame,4154796,La Cucaracha ,La cucaracha borracha
10,Avengers: Endgame,4154796,Captain Marvel Theme ,Captain Marvel Theme
11,Avengers: Endgame,4154796,Make Way For Tomorrow Today ,Make Way For Tomorrow Today
0,The Dark Knight Rises,1345836,Pavane pour une infante défunte ,Pavane Pour Une Infante Défunte
1,The Dark Knight Rises,1345836,The Star-Spangled Banner ,The Star Spangled Banner
2,The Dark Knight Rises,1345836,"Rosen aus dem Süden, Op. 388 ","Rosen Aus Dem Süden, Op. 388"
0,Once Upon a Time in America,0087843,God Bless America ,God Bless America - And All The Beautiful Women In It
1,Once Upon a Time in America,0087843,'Summertime' from 'Porgy and Bess' ,Summertime (From Porgy and Bess) - Live 1993 Version
2,Once Upon a Time in America,0087843,Night and Day ,Night And Day
3,Once Upon a Time in America,0087843,Yesterday ,Yesterday - Remastered 2009
4,Once Upon a Time in America,0087843,Amapola ,Amapola
5,Once Upon a Time in America,0087843,La Gazza Ladra ,La gazza ladra (The Thieving Magpie): Overture
6,Once Upon a Time in America,0087843,St. James Infirmary Blues ,St. James Infirmary Blues
7,Once Upon a Time in America,0087843,Cockeye's Song/Childhood Memories ,
8,Once Upon a Time in America,0087843,Poverty ,Poverty of Self
0,Aliens,0090605,It looks like we don't have any Soundtracks for this title yet.,
0,Your Name.,5311514,Yumetourou (Dream Lanturn) ,
1,Your Name.,5311514,Zen Zen Zense ,Zen Zen Zense
2,Your Name.,5311514,Sparkle ,Sparkle
3,Your Name.,5311514,Nande mo naiya (It's Nothing) ,
0,Anand,0066763,Zindagi kaisi hai paheli ,Zindagi Kaisi Hai Paheli
1,Anand,0066763,Kahin door jab din dhal jaaye ,Kahin Door Jab Din Dhal Jaye
2,Anand,0066763,Maine tere liye hi saat rang ke sapne ,
3,Anand,0066763,Na jiya laage na ,Jiya Laage Naa - The Remix(Remix By Su Real)
0,Coco,2380307,Remember Me ,Remember Me
1,Coco,2380307,Everyone Knows Juanita ,Everyone Knows Juanita
2,Coco,2380307,Un Poco Loco ,Un Poco Loco
3,Coco,2380307,Proud Corazón ,Proud Corazón
4,Coco,2380307,The World Es Mi Familia ,The World Es Mi Familia
5,Coco,2380307,Allá en el Rancho Grande ,Allá en el rancho grande (remastered)
6,Coco,2380307,La Llorona ,La Llorona
7,Coco,2380307,Ciudad Victoria ,Ciudad Sin Guerra
8,Coco,2380307,Dora's Dance ,Chicken Dance
9,Coco,2380307,La Petenera ,La Petenera
10,Coco,2380307,La Zandunga ,La Zandunga
11,Coco,2380307,Jálale ,Jálale - Instrumental
12,Coco,2380307,"Hoy No Fío, Mañana Sí ",
13,Coco,2380307,Remember Me (Dúo) ,Remember Me (Dúo)
14,Coco,2380307,Much Needed Advice ,Much Needed Advice
0,American Beauty,0169547,Because ,Because of You
1,American Beauty,0169547,On Broadway ,On Broadway
2,American Beauty,0169547,Tenderfoot ,Tenderfoot
3,American Beauty,0169547,All Right Now ,All Right Now
4,American Beauty,0169547,We Haven't Turned Around ,We Haven't Turned Around
5,American Beauty,0169547,Something Grand ,Something Grand
6,American Beauty,0169547,American Woman ,American Woman
7,American Beauty,0169547,All Along The Watchtower ,All Along the Watchtower
8,American Beauty,0169547,Use Me ,Use Me
9,American Beauty,0169547,Cancer For The Cure ,Cancer For The Cure
10,American Beauty,0169547,The Seeker ,The Seeker - Edit
11,American Beauty,0169547,Don't Rain On My Parade ,Don't Rain On My Parade (Glee Cast Version)
12,American Beauty,0169547,As Long As I'm Singing ,As Long As I'm Singing - Remastered
13,American Beauty,0169547,Open The Door ,Open The Door
14,American Beauty,0169547,Don't Let It Bring You Down ,Don't Let It Bring You Down - 2009 Remaster
15,American Beauty,0169547,Call Me Irresponsible ,Call Me Irresponsible
16,American Beauty,0169547,Where Love Has Gone ,I Don't Know Where Love Has Gone
17,American Beauty,0169547,Bali Ha'i ,Bali Ha'i - Digitally Remastered 1995
0,Braveheart,0112573,It looks like we don't have any Soundtracks for this title yet.,
0,Das Boot,0082096,La Paloma ,La Paloma
1,Das Boot,0082096,J'Attendrai ,J'attendrai
2,Das Boot,0082096,It's a Long Way to Tipperary ,It's a Long Way to Tipperary
3,Das Boot,0082096,Erzherzog-Albretch-Marsch ,
4,Das Boot,0082096,Sing Nachtigall Sing ,"Liebeslieder-Walzer, Op.52 - Verses from ""Polydora"", translated by G.F. Daumer: 15. Nachtigall, sie singt so schön"
5,Das Boot,0082096,Heimat deine Sterne ,Gute Nacht Mutter!
6,Das Boot,0082096,Mon Gars ,Mon gars sur Paris
7,Das Boot,0082096,Westerwaldlied ,Westerwald-Lied
8,Das Boot,0082096,Muss i' denn zum Städtele hinaus ,Muß i denn zum Städtele hinaus
9,Das Boot,0082096,Parlez-moi d'Amour ,Parlez-Moi D'amour
10,Das Boot,0082096,Varsity Rag ,Varsity Drag - Mambo Jazz Instrumental
0,3 Idiots,1187043,Aal Izz Well ,Aal Izz Well
1,3 Idiots,1187043,Zoobi Doobi ,Zoobi Doobi
2,3 Idiots,1187043,Behti Hawa Sa Tha Woh ,Behti Hawa Sa Tha Woh
3,3 Idiots,1187043,Give Me Some Sunshine ,Give Me Some Sunshine
4,3 Idiots,1187043,Jaane Nahin Denge Tujhe ,Jaane Nahin Denge Tujhe
5,3 Idiots,1187043,Zoobi Doobi - Remix ,Zoobi Doobi (Remix)
6,3 Idiots,1187043,Aal Izz Well - Remix ,Aal Izz Well (Remix)
0,Toy Story,0114709,You've Got a Friend in Me ,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version"
1,Toy Story,0114709,You've Got a Friend in Me ,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version"
2,Toy Story,0114709,Strange Things ,"Strange Things - From ""Toy Story""/Soundtrack Version"
3,Toy Story,0114709,I Will Go Sailing No More ,"I Will Go Sailing No More - From ""Toy Story""/Soundtrack Version"
4,Toy Story,0114709,Hakuna Matata ,"Hakuna Matata - From ""The Lion King""/Soundtrack"
5,Toy Story,0114709,Pop Goes the Weasel ,Pop Goes the Weasel
0,High and Low,0057565,The Magic Begins ,The Magic Begins
1,High and Low,0057565,It's Now or Never ,It's Now or Never
2,High and Low,0057565,Die Forelle ,"Die Forelle, D.550 (Op.32)"
3,High and Low,0057565,"Forellenquintett (Trout Quintet), 4th movement ",
0,Like Stars on Earth,0986264,Mera Jahan ,Mera Jahan
1,Like Stars on Earth,0986264,Taare Zameen Par ,Taare Zameen Par
2,Like Stars on Earth,0986264,Kholo Kholo ,Kholo Kholo
3,Like Stars on Earth,0986264,Bum Bum Bhole ,Bum Bum Bole
4,Like Stars on Earth,0986264,Jame Raho ,Jame Raho
5,Like Stars on Earth,0986264,Maa ,Maak me niet wakker
6,Like Stars on Earth,0986264,Bheja Kam ,Bheja Kum
7,Like Stars on Earth,0986264,Ishaan's Theme ,Ishan's Theme
0,Amadeus,0086879,"Le Nozze di Figaro (The Marriage of Figaro), K. 492, Act IV, Ah Tutti Contenti ","Le Nozze Di Figaro (The Marriage of Figaro, K. 492); Act IV, Ah Tutti Contenti"
1,Amadeus,0086879,"Don Giovanni, K. 527, A Cenar Teco, Da Qual Tremore Insolito... ","Mozart: Don Giovanni, K. 527, Act 2 Scene 15: ""Don Giovanni, a cenar teco … Da qual tremore insolito"" (Il Commendatore, Don Giovanni, Chorus, Leporello)"
2,Amadeus,0086879,"Axur, Re d'Ormus: Finale ",
3,Amadeus,0086879,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384, Marten Aller Arten ",
4,Amadeus,0086879,"Die Zauberflöte (The Magic Flute), K. 620, Aria No. 14, Der Holle Rache Kocht ","Die Zauberflöte (The Magic Flute, K. 620); Aria (No. 14), ""Queen of the Night"" (Der Hölle Rache Kocht)"
5,Amadeus,0086879,"Concerto for Piano in E Flat Major, K. 482, 3rd Movement, Allegro ",
6,Amadeus,0086879,"Concerto for Piano in D Minor, K. 466 ","Piano Concerto No.20 in D minor, K.466: 2. Romance - Edit"
7,Amadeus,0086879,"Symphony No. 25 in G Minor, K. 183: 1st Movement ","Symphony No.25 In G Minor, K. 183, 1st Movement"
8,Amadeus,0086879,"Lacrimosa, Requiem Mass in D, K. 626 ","Requiem In D Minor, K.626: 3. Sequentia: f. Lacrimosa"
9,Amadeus,0086879,"Harpsichord Piece in F Major, K. 33B ","Minuets, K. 1, K. 2, K. 3, K. 4, K. 5 & Piece in F Major, K. 33b"
10,Amadeus,0086879,Caro Mio Ben ,Caro Mio Ben
11,Amadeus,0086879,"Adagio and Rondo for Glass Harmonica, Flute, Oboe, Viola and Cello, K. 617 ","Adagio and Rondo for Glass Harmonica, Flute, Oboe, Viola, and Cello in C Minor, K. 617 : 2. Rondo"
12,Amadeus,0086879,"Confutatis, Requiem Mass in D, K. 626 ","Requiem Mass In D Minor, K. 626: III. Sequenz, Confutatis"
13,Amadeus,0086879,Serenade K. 361 Gran Partita for 13 Wind Instruments: Adagio ,"Mozart - Serenade K361 ""Gran Partita"" for 13 wind instruments: Adagio"
14,Amadeus,0086879,"Le Nozze di Figaro (The Marriage of Figaro), K. 492: Act 1 - Non Più Andrai (Overture) ",
15,Amadeus,0086879,"A Little Night Music Serenade in G for Strings 'Eine Kleine Nachtmusik', K. 525, 1st Movement ",
16,Amadeus,0086879,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384: Turkish Finale ","Die Entführung aus dem Serail (The Abduction from the Seraglio, K. 384);Turkish Finale"
17,Amadeus,0086879,"Mass in C Minor, K. 427: Kyrie ","Mass In C Minor, K. 427, Kyrie"
18,Amadeus,0086879,"Concerto for Flute and Harp, K. 299 2nd Movement ","Concerto For Flute And Harp, K. 299; 2nd Movement"
19,Amadeus,0086879,"Allegro Moderato from Symphony No. 29 in A Major, K. 201 ","I. Allegro moderato from Symphony No.29 in A Major, K.201"
20,Amadeus,0086879,Concerto No. 10 for Two Pianos and Orchestra in E-Flat Minor (K. 365) 3rd Movement ,
21,Amadeus,0086879,"Allegro Maestoso from Sinfonia Concertante for Violin, Viola, and Orchestra in E-flat Major, K. 364 ","I. Allegro maestoso from Sinfonia Concertante For Violin, Viola And Orchestra in E-flat Major, K. 364 - Instrumental"
22,Amadeus,0086879,"Piano Concerto No. 15 in B-Flat, K. 450: III. Allegro ","Piano Concerto No. 15 in B-Flat Major, K. 450: III. Allegro"
23,Amadeus,0086879,Ich Möchte Wohl Der Kaiser Sein (K539) ,"Ich mochte wohl der Kaiser sein!, K. 539"
24,Amadeus,0086879,Die Zauberflöte (The Magic Flute) Act 2 - Pa-Pa-Pa-Pa-Pa-Pa-Papagena! ,"Die Zauberflöte, K. 620, Act II Scene 4: Hier seid ihr beide euch allein überlassen (Zwei Priester, Papageno, Tamino, Papagena)"
25,Amadeus,0086879,Die Zauberflöte (The Magic Flute) Act 2 - Ein Mädchen Oder Weibchen ,"Die Zauberflöte, K. 620: Act II No. 20: Arie - Ein Madchen oder Weibchen wunscht Papageno sich!"
26,Amadeus,0086879,"Six German Dances, K. 509: No. 1 in D Major ","Six German Dances, K. 509: No. 1 in D Major"
27,Amadeus,0086879,"Don Giovanni, K. 527: Overture ","Don Giovanni, K. 527: Overture"
28,Amadeus,0086879,"Axur, Re d'Ormus: Act IV: Son Queste Le Speranze ",
29,Amadeus,0086879,"Rex Tremendae Majestatis, Requiem, K. 626 ","Requiem, K. 626. Rex Tremendae Majestatis"
30,Amadeus,0086879,"Le Nozze di Figaro (The Marriage of Figaro), K. 492 /Act I: Duettino: Cinque...Dieci...Venti ","Le nozze di Figaro, K. 492: Act I No. 1: Duettino - Cinque...dieci...venti...trenta"
31,Amadeus,0086879,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384 Act I, Singt dem Grossen Bassa Lieder ","Die Entfuhrung aus dem Serail (Abduction from the Seraglio), K. 384, Act I: Singt dem grossen Bassa Lieder"
32,Amadeus,0086879,"Le Nozze di Figaro (The Marriage of Figaro), K. 492 /Act III: Finale: Amanti Costanti (Ecco la Marcia) ","Le nozze di Figaro (The Marriage of Figaro), K. 492 (arr. J. Went): Act III: Finale: Ecco la marcia, andiamo - Amanti costanti"
33,Amadeus,0086879,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384 Act II: Duet: Vivat Bacchus! Bacchus Lebe! ","Die Entfuhrung aus dem Serail (Abduction from the Seraglio), K. 384, Act II: Duet: Vivat Bacchus! Bacchus lebe!"
34,Amadeus,0086879,"Die Zauberflöte (The Magic Flute), K. 620/Act I: Overture ",Die Zauberflöte - Singspiel in two acts K620 (1987 Digital Remaster): Overture
35,Amadeus,0086879,"Dies Irae, Requiem Mass in D, K. 626 ","Requiem Mass In D Minor, K. 626: III. Sequenz, Dies Irae"
36,Amadeus,0086879,"Introitus, Requiem Mass in D, K. 626 ","Requiem Mass In D Minor, K. 626: I. Introitus, Requiem Aeternam"
37,Amadeus,0086879,"Don Giovanni, K. 527: Act II, Commendatore Scene ","Don Giovanni, K. 527, Act II Scene 5: Don Giovanni, a cenar teco (Commendatore, Don Giovanni, Leporello, Coro)"
38,Amadeus,0086879,"Don Giovanni, K. 527: Act I, La Ci Darem La Mano ","Don Giovanni, ossia Il dissoluto punito, K.527 / Act 1: ""Là ci darem la mano"""
39,Amadeus,0086879,Bubak and Hungaricus ,Bubak And Hungaricus
40,Amadeus,0086879,Stabat Mater; Quando Corpus Morietur and Amen ,Giovanni Battista Pergolesi: Stabat Mater: Quando Corpus Morietur And Amen
0,Star Wars: Episode VI - Return of the Jedi,0086190,Lapti Nek ,Lapti Nek (Jabba's Palace Band)
1,Star Wars: Episode VI - Return of the Jedi,0086190,Ewok Celebration ,Ewok Celebration and Finale
2,Star Wars: Episode VI - Return of the Jedi,0086190,Jedi Rocks ,Jedi Rocks
3,Star Wars: Episode VI - Return of the Jedi,0086190,Original 'Star Wars' Themes and Compositions ,
0,1917,8579674,I Am A Poor Wayfaring Stranger ,"I Am a Poor Wayfaring Stranger - from ""1917"" (A Cappella)"
0,Reservoir Dogs,0105236,Little Green Bag ,Little Green Bag
1,Reservoir Dogs,0105236,Stuck in the Middle with You ,Stuck In The Middle With You
2,Reservoir Dogs,0105236,I Gotcha ,I Gotcha
3,Reservoir Dogs,0105236,Fool for Love ,Fool for Love
4,Reservoir Dogs,0105236,Hooked on a Feeling ,Hooked on a Feeling
5,Reservoir Dogs,0105236,Coconut ,Coconut
6,Reservoir Dogs,0105236,Harvest Moon ,Harvest Moon
7,Reservoir Dogs,0105236,Magic Carpet Ride ,Magic Carpet Ride
8,Reservoir Dogs,0105236,Wes Turned Country ,Your Heart Turned Left
9,Reservoir Dogs,0105236,Country's Cool ,Country Cool
10,Reservoir Dogs,0105236,It's Country ,It's Not Over Yet
0,Inglourious Basterds,0361748,THE GREEN LEAVES OF SUMMER ,"The Green Leaves of Summer - from the Batjac Production ""The Alamo"""
1,Inglourious Basterds,0361748,THE VERDICT ,The Verdict
2,Inglourious Basterds,0361748,L'INCONTRO CON LA FIGLIA ,L'incontro Con La Figlia
3,Inglourious Basterds,0361748,WHITE LIGHTNING (Main Title) ,
4,Inglourious Basterds,0361748,IL MERCENARIO (ripresa) ,"Il mercenario - Ripresa (From ""Kill Bill Vol. 2 & Inglourious Basterds"")"
5,Inglourious Basterds,0361748,SLAUGHTER ,Slaughtered
6,Inglourious Basterds,0361748,ALGERI: 1 NOVEMBRE 1954 ,"Algeri 1° Novembre 1954 (From ""La Battaglia di Algeri"")"
7,Inglourious Basterds,0361748,THE SURRENDER ,No More
8,Inglourious Basterds,0361748,ONE SILVER DOLLAR ,One Silver Dollar
9,Inglourious Basterds,0361748,HOUND CHASE (Intro) ,
10,Inglourious Basterds,0361748,AL DI LÀ DELLA LEGGE ,"Al di là della legge (From ""Al di là della legge - Beyond the Law"") - Titles - Seq. 1"
11,Inglourious Basterds,0361748,BATH ATTACK ,Bat Attack
12,Inglourious Basterds,0361748,CLAIRE'S FIRST APPEARANCE ,
13,Inglourious Basterds,0361748,THE FIGHT ,The Fighter
14,Inglourious Basterds,0361748,DAVON GEHT DIE WELT NICHT UNTER ,Davon geht die Welt nicht unter
15,Inglourious Basterds,0361748,The Man with the Big Sombrero ,The Man with the Big Sombrero
16,Inglourious Basterds,0361748,ICH WOLLT ICH WAER EIN HUHN ,Ich wollt' ich wär' ein Huhn
17,Inglourious Basterds,0361748,MAIN THEME ,Main Theme
18,Inglourious Basterds,0361748,CAT PEOPLE (PUTTING OUT THE FIRE) ,Cat People (Putting out Fire) - 2007 Remaster
19,Inglourious Basterds,0361748,MYSTIC AND SEVERE ,"Mystic and Severe (From ""Inglourious Basterds"")"
20,Inglourious Basterds,0361748,THE DEVIL'S RUMBLE ,The Devil's Son
21,Inglourious Basterds,0361748,WHAT'D I SAY ,"What'd I Say, Pt. 1 & 2"
22,Inglourious Basterds,0361748,ZULUS ,Zulu Screams (feat. Maleek Berry & Bibi Bourelly)
23,Inglourious Basterds,0361748,TIGER TANK ,Tiger Tank
24,Inglourious Basterds,0361748,EASTERN CONDORS ,Eastern Condors
25,Inglourious Basterds,0361748,UN AMICO ,Un amico - Remastered
26,Inglourious Basterds,0361748,RABBIA E TARANTELLA ,"Rabbia e Tarantella (From ""Inglourious Basterds"")"
0,Good Will Hunting,0119217,Big Strong Man ,Big Strong Man [Yakety Sax]
1,Good Will Hunting,0119217,If I Had the Last Dream in the World ,
2,Good Will Hunting,0119217,Baker Street ,Baker Street
3,Good Will Hunting,0119217,Room ,HIGHEST IN THE ROOM
4,Good Will Hunting,0119217,Boys Better ,Boys Better
5,Good Will Hunting,0119217,We Still Need More Than Anyone Can Give ,
6,Good Will Hunting,0119217,No Name #3 ,No Name #3
7,Good Will Hunting,0119217,Runaway ,Runaway
8,Good Will Hunting,0119217,Why Do I Lie? ,Why Do I Lie?
9,Good Will Hunting,0119217,"Grand Sonata in B-Flat Major, Op. 30/D.617 ",
10,Good Will Hunting,0119217,Somebody's Baby ,Somebody's Baby
11,Good Will Hunting,0119217,"Six Grandes Marches, Op. 40/D.819, No. 5 ","6 Grandes Marches, Op. 40, D. 819: No. 5 in E-Flat Minor"
12,Good Will Hunting,0119217,Say Yes ,Say Yes
13,Good Will Hunting,0119217,As the Rain ,As the Rain Falls
14,Good Will Hunting,0119217,People ,People Need A Melody
15,Good Will Hunting,0119217,Between the Bars ,Between the Bars
16,Good Will Hunting,0119217,Handle on My Heart ,Vincent Van Gogh Ain't Got Shit On Me
17,Good Will Hunting,0119217,Fisherman's Blues ,Fisherman's Blues - 2006 Remaster
18,Good Will Hunting,0119217,How Can You Mend a Broken Heart ,How Can You Mend a Broken Heart
