album_type,artists,available_markets,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/11vwMMRmJQVyVCmnJU0m9c'}, 'href': 'https://api.spotify.com/v1/artists/11vwMMRmJQVyVCmnJU0m9c', 'id': '11vwMMRmJQVyVCmnJU0m9c', 'name': 'Greaseball', 'type': 'artist', 'uri': 'spotify:artist:11vwMMRmJQVyVCmnJU0m9c'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/5a8Ux0nEjiOZYEhENOlZee'},https://api.spotify.com/v1/albums/5a8Ux0nEjiOZYEhENOlZee,5a8Ux0nEjiOZYEhENOlZee,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27350294dddf2ab898bd4132e7a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0250294dddf2ab898bd4132e7a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485150294dddf2ab898bd4132e7a', 'width': 64}]",Happiness to Me,2017-12-29,day,16,album,spotify:album:5a8Ux0nEjiOZYEhENOlZee
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5lCoXpGwFvGpghjW16NO8t'}, 'href': 'https://api.spotify.com/v1/artists/5lCoXpGwFvGpghjW16NO8t', 'id': '5lCoXpGwFvGpghjW16NO8t', 'name': 'Elbow Grease', 'type': 'artist', 'uri': 'spotify:artist:5lCoXpGwFvGpghjW16NO8t'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/1qAf1LxXrAZQOjPqrCyXJt'},https://api.spotify.com/v1/albums/1qAf1LxXrAZQOjPqrCyXJt,1qAf1LxXrAZQOjPqrCyXJt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27302b11b3a53ebea58757ce39d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0202b11b3a53ebea58757ce39d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485102b11b3a53ebea58757ce39d', 'width': 64}]",Lean Into It,2019-03-22,day,11,album,spotify:album:1qAf1LxXrAZQOjPqrCyXJt
compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Ovnku1Y4jZZt8FT33rbni'}, 'href': 'https://api.spotify.com/v1/artists/6Ovnku1Y4jZZt8FT33rbni', 'id': '6Ovnku1Y4jZZt8FT33rbni', 'name': 'Kanvee Grease', 'type': 'artist', 'uri': 'spotify:artist:6Ovnku1Y4jZZt8FT33rbni'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/1rkgfRerL51ekQOzZQ24A6'},https://api.spotify.com/v1/albums/1rkgfRerL51ekQOzZQ24A6,1rkgfRerL51ekQOzZQ24A6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e8a93a8e2fcbcf60b1134858', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e8a93a8e2fcbcf60b1134858', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e8a93a8e2fcbcf60b1134858', 'width': 64}]",Liberian Gospel Collections Vol 2,2007-11-26,day,11,album,spotify:album:1rkgfRerL51ekQOzZQ24A6
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/11vwMMRmJQVyVCmnJU0m9c'}, 'href': 'https://api.spotify.com/v1/artists/11vwMMRmJQVyVCmnJU0m9c', 'id': '11vwMMRmJQVyVCmnJU0m9c', 'name': 'Greaseball', 'type': 'artist', 'uri': 'spotify:artist:11vwMMRmJQVyVCmnJU0m9c'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/15aS5026SUi0iwi1clmnHU'},https://api.spotify.com/v1/albums/15aS5026SUi0iwi1clmnHU,15aS5026SUi0iwi1clmnHU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735317866d1f5dc4cfead21d41', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025317866d1f5dc4cfead21d41', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515317866d1f5dc4cfead21d41', 'width': 64}]",The Alligator King,2019-01-03,day,15,album,spotify:album:15aS5026SUi0iwi1clmnHU
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2SmjZ060s1uBMud6afmImP'}, 'href': 'https://api.spotify.com/v1/artists/2SmjZ060s1uBMud6afmImP', 'id': '2SmjZ060s1uBMud6afmImP', 'name': 'Sha Na Na', 'type': 'artist', 'uri': 'spotify:artist:2SmjZ060s1uBMud6afmImP'}]","['AE', 'AR', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'DK', 'DO', 'EC', 'EG', 'GB', 'GT', 'HK', 'HN', 'IE', 'IN', 'IS', 'JO', 'JP', 'KW', 'LB', 'LI', 'MX', 'MY', 'NI', 'OM', 'PA', 'PE', 'PS', 'PY', 'QA', 'SA', 'SG', 'SV', 'TH', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/7aGAZOUL3wZZnnvSrdvEFw'},https://api.spotify.com/v1/albums/7aGAZOUL3wZZnnvSrdvEFw,7aGAZOUL3wZZnnvSrdvEFw,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738bd37c732ab57802110c6efc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028bd37c732ab57802110c6efc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518bd37c732ab57802110c6efc', 'width': 64}]",Grease For Peace: The Best of Sha Na Na,2002-08-01,day,18,album,spotify:album:7aGAZOUL3wZZnnvSrdvEFw
single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3gggmBN0erstm3YJvEGe3t'}, 'href': 'https://api.spotify.com/v1/artists/3gggmBN0erstm3YJvEGe3t', 'id': '3gggmBN0erstm3YJvEGe3t', 'name': 'Jake Miller', 'type': 'artist', 'uri': 'spotify:artist:3gggmBN0erstm3YJvEGe3t'}]","['AD', 'AE', 'AR', 'AT', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/4ysBhHc7wbxkQ8rachv80s'},https://api.spotify.com/v1/albums/4ysBhHc7wbxkQ8rachv80s,4ysBhHc7wbxkQ8rachv80s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273452a0e400da50c29c7ff875a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02452a0e400da50c29c7ff875a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851452a0e400da50c29c7ff875a', 'width': 64}]",Dazed And Confused EP,2014-10-31,day,5,album,spotify:album:4ysBhHc7wbxkQ8rachv80s
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2HlhYtMBJMc5gWXxQP31I4'}, 'href': 'https://api.spotify.com/v1/artists/2HlhYtMBJMc5gWXxQP31I4', 'id': '2HlhYtMBJMc5gWXxQP31I4', 'name': 'Chasity Londyn', 'type': 'artist', 'uri': 'spotify:artist:2HlhYtMBJMc5gWXxQP31I4'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/5z8F8Gk57uBJ2dMjZls89j'},https://api.spotify.com/v1/albums/5z8F8Gk57uBJ2dMjZls89j,5z8F8Gk57uBJ2dMjZls89j,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c280e07f5781060960859411', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c280e07f5781060960859411', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c280e07f5781060960859411', 'width': 64}]",Dazed and Confused,2019-10-10,day,11,album,spotify:album:5z8F8Gk57uBJ2dMjZls89j
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2lxX1ivRYp26soIavdG9bX'}, 'href': 'https://api.spotify.com/v1/artists/2lxX1ivRYp26soIavdG9bX', 'id': '2lxX1ivRYp26soIavdG9bX', 'name': 'The Yardbirds', 'type': 'artist', 'uri': 'spotify:artist:2lxX1ivRYp26soIavdG9bX'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/4NSzs0WWrcmMhEDI4aPP0e'},https://api.spotify.com/v1/albums/4NSzs0WWrcmMhEDI4aPP0e,4NSzs0WWrcmMhEDI4aPP0e,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dadd97f71d5cbc5802df7a66', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02dadd97f71d5cbc5802df7a66', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851dadd97f71d5cbc5802df7a66', 'width': 64}]",Dazed and Confused: The Yardbirds in '68 - Live at the BBC and Beyond,2018-03-28,day,10,album,spotify:album:4NSzs0WWrcmMhEDI4aPP0e
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ub7Df8emOoLsyI2cvWXJ1'}, 'href': 'https://api.spotify.com/v1/artists/5ub7Df8emOoLsyI2cvWXJ1', 'id': '5ub7Df8emOoLsyI2cvWXJ1', 'name': 'The Popcorn Buckets', 'type': 'artist', 'uri': 'spotify:artist:5ub7Df8emOoLsyI2cvWXJ1'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/0LdSZbCaztSaYJOuD8zUlB'},https://api.spotify.com/v1/albums/0LdSZbCaztSaYJOuD8zUlB,0LdSZbCaztSaYJOuD8zUlB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273696f6c54f0b538b44893bc16', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02696f6c54f0b538b44893bc16', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851696f6c54f0b538b44893bc16', 'width': 64}]",Dazed and Confused: The Unofficial Soundtrack Performed By the Popcorn Buckets,2007-04-25,day,11,album,spotify:album:0LdSZbCaztSaYJOuD8zUlB
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6MERXsiRbur2oJZFgYRDKz'}, 'href': 'https://api.spotify.com/v1/artists/6MERXsiRbur2oJZFgYRDKz', 'id': '6MERXsiRbur2oJZFgYRDKz', 'name': 'Vitamin String Quartet', 'type': 'artist', 'uri': 'spotify:artist:6MERXsiRbur2oJZFgYRDKz'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/2iIlIEHKjwleMaeeG83Rib'},https://api.spotify.com/v1/albums/2iIlIEHKjwleMaeeG83Rib,2iIlIEHKjwleMaeeG83Rib,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a39d48863f7ba187bd66371', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026a39d48863f7ba187bd66371', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516a39d48863f7ba187bd66371', 'width': 64}]",VSQ Performs Music from Dazed and Confused,2013-09-24,day,12,album,spotify:album:2iIlIEHKjwleMaeeG83Rib
compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/2ao8MxaDa1uevmEN63XTj0'},https://api.spotify.com/v1/albums/2ao8MxaDa1uevmEN63XTj0,2ao8MxaDa1uevmEN63XTj0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cb9e043d2755df1ddecf5750', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cb9e043d2755df1ddecf5750', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cb9e043d2755df1ddecf5750', 'width': 64}]",Even More Dazed and Confused,1993-09-14,day,12,album,spotify:album:2ao8MxaDa1uevmEN63XTj0
single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LIQJHtaj1P8K7CFMxqonq'}, 'href': 'https://api.spotify.com/v1/artists/0LIQJHtaj1P8K7CFMxqonq', 'id': '0LIQJHtaj1P8K7CFMxqonq', 'name': 'Supernaive', 'type': 'artist', 'uri': 'spotify:artist:0LIQJHtaj1P8K7CFMxqonq'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/15egQXR5QFe5oyqH0U4rlE'},https://api.spotify.com/v1/albums/15egQXR5QFe5oyqH0U4rlE,15egQXR5QFe5oyqH0U4rlE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ec31d7b3368e16c0f20456d8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ec31d7b3368e16c0f20456d8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ec31d7b3368e16c0f20456d8', 'width': 64}]",Dazed & Confused,2017-06-16,day,4,album,spotify:album:15egQXR5QFe5oyqH0U4rlE
single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2uhxsH4AyYw4sWOR8peWLj'}, 'href': 'https://api.spotify.com/v1/artists/2uhxsH4AyYw4sWOR8peWLj', 'id': '2uhxsH4AyYw4sWOR8peWLj', 'name': 'Iko', 'type': 'artist', 'uri': 'spotify:artist:2uhxsH4AyYw4sWOR8peWLj'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/0nzWbJmV4YpHbHhWftIvso'},https://api.spotify.com/v1/albums/0nzWbJmV4YpHbHhWftIvso,0nzWbJmV4YpHbHhWftIvso,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739456f3bde467e74bf9152e3c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029456f3bde467e74bf9152e3c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519456f3bde467e74bf9152e3c', 'width': 64}]",Dazed & Confused EP,2012-11-12,day,4,album,spotify:album:0nzWbJmV4YpHbHhWftIvso
compilation,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/2oXjFGmzF67YYiSktEd0ic'},https://api.spotify.com/v1/albums/2oXjFGmzF67YYiSktEd0ic,2oXjFGmzF67YYiSktEd0ic,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735a01887ca21f90df936e59fb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025a01887ca21f90df936e59fb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515a01887ca21f90df936e59fb', 'width': 64}]",Dazed & Confused - A Stoned-Out Salute to Led Zeppelin,2016-02-05,day,14,album,spotify:album:2oXjFGmzF67YYiSktEd0ic
single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7lEuktbI1mp1nVKZyaA4qv'}, 'href': 'https://api.spotify.com/v1/artists/7lEuktbI1mp1nVKZyaA4qv', 'id': '7lEuktbI1mp1nVKZyaA4qv', 'name': 'Audge', 'type': 'artist', 'uri': 'spotify:artist:7lEuktbI1mp1nVKZyaA4qv'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/020XuDNN7s2T7UCBCuNezr'},https://api.spotify.com/v1/albums/020XuDNN7s2T7UCBCuNezr,020XuDNN7s2T7UCBCuNezr,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d672020687d4a3f25654804b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d672020687d4a3f25654804b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d672020687d4a3f25654804b', 'width': 64}]",Dazed and Confused?,2018-07-28,day,4,album,spotify:album:020XuDNN7s2T7UCBCuNezr
