album_type,artists,available_markets,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4gFssfOmWNY3LfIZ3zyoy4'}, 'href': 'https://api.spotify.com/v1/artists/4gFssfOmWNY3LfIZ3zyoy4', 'id': '4gFssfOmWNY3LfIZ3zyoy4', 'name': 'Punch Brothers', 'type': 'artist', 'uri': 'spotify:artist:4gFssfOmWNY3LfIZ3zyoy4'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/3cdqpjwuTvDeLe3RYIGb0j'},https://api.spotify.com/v1/albums/3cdqpjwuTvDeLe3RYIGb0j,3cdqpjwuTvDeLe3RYIGb0j,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732f6904c2caa80322f5cb2222', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022f6904c2caa80322f5cb2222', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512f6904c2caa80322f5cb2222', 'width': 64}]",The Phosphorescent Blues,2015-01-23,day,11,album,spotify:album:3cdqpjwuTvDeLe3RYIGb0j
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1cHFz6lrt7KAsBV8j2Ny1g'}, 'href': 'https://api.spotify.com/v1/artists/1cHFz6lrt7KAsBV8j2Ny1g', 'id': '1cHFz6lrt7KAsBV8j2Ny1g', 'name': 'The Blues Brothers', 'type': 'artist', 'uri': 'spotify:artist:1cHFz6lrt7KAsBV8j2Ny1g'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/195FcFytL0rgbdCHOltD7a'},https://api.spotify.com/v1/albums/195FcFytL0rgbdCHOltD7a,195FcFytL0rgbdCHOltD7a,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fa6fcb9b2705eb5cc969c656', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fa6fcb9b2705eb5cc969c656', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fa6fcb9b2705eb5cc969c656', 'width': 64}]",Made In America,1980-12-01,day,10,album,spotify:album:195FcFytL0rgbdCHOltD7a
single,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Pol42BfEP6ODYg0usARWw'}, 'href': 'https://api.spotify.com/v1/artists/4Pol42BfEP6ODYg0usARWw', 'id': '4Pol42BfEP6ODYg0usARWw', 'name': 'Dontae & H.U.R.T.', 'type': 'artist', 'uri': 'spotify:artist:4Pol42BfEP6ODYg0usARWw'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/70AObzxCT4x5E2JotLVZKF'}, 'href': 'https://api.spotify.com/v1/artists/70AObzxCT4x5E2JotLVZKF', 'id': '70AObzxCT4x5E2JotLVZKF', 'name': 'Dontae', 'type': 'artist', 'uri': 'spotify:artist:70AObzxCT4x5E2JotLVZKF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1mOPjLn8di3tMig4uO4Fgq'}, 'href': 'https://api.spotify.com/v1/artists/1mOPjLn8di3tMig4uO4Fgq', 'id': '1mOPjLn8di3tMig4uO4Fgq', 'name': 'H.U.R.T.', 'type': 'artist', 'uri': 'spotify:artist:1mOPjLn8di3tMig4uO4Fgq'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/7j1F74T2doMEBGrfcEQfNI'},https://api.spotify.com/v1/albums/7j1F74T2doMEBGrfcEQfNI,7j1F74T2doMEBGrfcEQfNI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273008d9d8ff9af971d8ee9b2df', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02008d9d8ff9af971d8ee9b2df', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851008d9d8ff9af971d8ee9b2df', 'width': 64}]",The Blues Brothers,2019-01-01,day,3,album,spotify:album:7j1F74T2doMEBGrfcEQfNI
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ORoZvTHKY4SuBroPLqfru'}, 'href': 'https://api.spotify.com/v1/artists/2ORoZvTHKY4SuBroPLqfru', 'id': '2ORoZvTHKY4SuBroPLqfru', 'name': 'Flash & The Pain feat. The Original Brothers', 'type': 'artist', 'uri': 'spotify:artist:2ORoZvTHKY4SuBroPLqfru'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/3s26ao0FcaLWkLlH9TOEeh'},https://api.spotify.com/v1/albums/3s26ao0FcaLWkLlH9TOEeh,3s26ao0FcaLWkLlH9TOEeh,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734e8499842f44ec8ae9366740', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024e8499842f44ec8ae9366740', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514e8499842f44ec8ae9366740', 'width': 64}]",Blues Brothers 3 (.000 for Julia),2011,year,15,album,spotify:album:3s26ao0FcaLWkLlH9TOEeh
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tJXO4SBFyrFF1UyMlpNcl'}, 'href': 'https://api.spotify.com/v1/artists/6tJXO4SBFyrFF1UyMlpNcl', 'id': '6tJXO4SBFyrFF1UyMlpNcl', 'name': 'The Blues All Stars', 'type': 'artist', 'uri': 'spotify:artist:6tJXO4SBFyrFF1UyMlpNcl'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/6OzuO8TX65cdAWyM9Ek4jU'},https://api.spotify.com/v1/albums/6OzuO8TX65cdAWyM9Ek4jU,6OzuO8TX65cdAWyM9Ek4jU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738251f49aa2d3c63eb71a371e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028251f49aa2d3c63eb71a371e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518251f49aa2d3c63eb71a371e', 'width': 64}]",Blues Brothers Party,2010-11-01,day,15,album,spotify:album:6OzuO8TX65cdAWyM9Ek4jU
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/04AjbSvpw5CgC4gCHmFOn6'}, 'href': 'https://api.spotify.com/v1/artists/04AjbSvpw5CgC4gCHmFOn6', 'id': '04AjbSvpw5CgC4gCHmFOn6', 'name': 'Blues Cruize', 'type': 'artist', 'uri': 'spotify:artist:04AjbSvpw5CgC4gCHmFOn6'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/0eX9GXL4emI9OSuTXozWUU'},https://api.spotify.com/v1/albums/0eX9GXL4emI9OSuTXozWUU,0eX9GXL4emI9OSuTXozWUU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27384f3848b7352458ae0068346', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0284f3848b7352458ae0068346', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485184f3848b7352458ae0068346', 'width': 64}]",Music from Blues Brothers 2000,2000,year,18,album,spotify:album:0eX9GXL4emI9OSuTXozWUU
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xPTNrD6oig6iLmXkvy99O'}, 'href': 'https://api.spotify.com/v1/artists/3xPTNrD6oig6iLmXkvy99O', 'id': '3xPTNrD6oig6iLmXkvy99O', 'name': 'Randy Woodman', 'type': 'artist', 'uri': 'spotify:artist:3xPTNrD6oig6iLmXkvy99O'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/5mNUiP7JSjZW2Viu22PP1J'},https://api.spotify.com/v1/albums/5mNUiP7JSjZW2Viu22PP1J,5mNUiP7JSjZW2Viu22PP1J,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738a2e3fa69022d9e141a2ff2a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028a2e3fa69022d9e141a2ff2a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518a2e3fa69022d9e141a2ff2a', 'width': 64}]",Music from the Movie BLUES BROTHERS 2000,2012-10-04,day,18,album,spotify:album:5mNUiP7JSjZW2Viu22PP1J
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5tiInkINeVWhcqkiznk4G3'}, 'href': 'https://api.spotify.com/v1/artists/5tiInkINeVWhcqkiznk4G3', 'id': '5tiInkINeVWhcqkiznk4G3', 'name': 'The Blues Brothers', 'type': 'artist', 'uri': 'spotify:artist:5tiInkINeVWhcqkiznk4G3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5c4U2EH88njWetihFo0ROR'}, 'href': 'https://api.spotify.com/v1/artists/5c4U2EH88njWetihFo0ROR', 'id': '5c4U2EH88njWetihFo0ROR', 'name': 'International O', 'type': 'artist', 'uri': 'spotify:artist:5c4U2EH88njWetihFo0ROR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0s40qFDt2gcP8mUtWNREX9'}, 'href': 'https://api.spotify.com/v1/artists/0s40qFDt2gcP8mUtWNREX9', 'id': '0s40qFDt2gcP8mUtWNREX9', 'name': 'Wes Coas', 'type': 'artist', 'uri': 'spotify:artist:0s40qFDt2gcP8mUtWNREX9'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/657gdlKDWnnvHjOuyd9lIl'},https://api.spotify.com/v1/albums/657gdlKDWnnvHjOuyd9lIl,657gdlKDWnnvHjOuyd9lIl,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c7720b754791b60d51e49af8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c7720b754791b60d51e49af8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c7720b754791b60d51e49af8', 'width': 64}]",Wet Work,2012-06-26,day,8,album,spotify:album:657gdlKDWnnvHjOuyd9lIl
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4EXXlhB1uYAZaYeaNJijbL'}, 'href': 'https://api.spotify.com/v1/artists/4EXXlhB1uYAZaYeaNJijbL', 'id': '4EXXlhB1uYAZaYeaNJijbL', 'name': 'The Original Blues Brothers Band', 'type': 'artist', 'uri': 'spotify:artist:4EXXlhB1uYAZaYeaNJijbL'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/2tb5jhxh8DiTQlizPgvHN7'},https://api.spotify.com/v1/albums/2tb5jhxh8DiTQlizPgvHN7,2tb5jhxh8DiTQlizPgvHN7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731182020ab7c95cfe025703d1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021182020ab7c95cfe025703d1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511182020ab7c95cfe025703d1', 'width': 64}]",The Last Shade of Blue Before Black,2017-10-06,day,14,album,spotify:album:2tb5jhxh8DiTQlizPgvHN7
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4wQ3PyMz3WwJGI5uEqHUVR'}, 'href': 'https://api.spotify.com/v1/artists/4wQ3PyMz3WwJGI5uEqHUVR', 'id': '4wQ3PyMz3WwJGI5uEqHUVR', 'name': 'The Allman Brothers Band', 'type': 'artist', 'uri': 'spotify:artist:4wQ3PyMz3WwJGI5uEqHUVR'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/4IhDCl1DpzrJE6EdmtWiG2'},https://api.spotify.com/v1/albums/4IhDCl1DpzrJE6EdmtWiG2,4IhDCl1DpzrJE6EdmtWiG2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27321f0264500f0530e9013a6ab', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0221f0264500f0530e9013a6ab', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485121f0264500f0530e9013a6ab', 'width': 64}]",Martin Scorsese Presents The Blues: The Allman Brothers Band,2003-09-09,day,11,album,spotify:album:4IhDCl1DpzrJE6EdmtWiG2
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1dX0gqReUvOYkbhzyZxbJ5'}, 'href': 'https://api.spotify.com/v1/artists/1dX0gqReUvOYkbhzyZxbJ5', 'id': '1dX0gqReUvOYkbhzyZxbJ5', 'name': 'Keene Brothers', 'type': 'artist', 'uri': 'spotify:artist:1dX0gqReUvOYkbhzyZxbJ5'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/4RDhtq2Wulq2Yle5ghoctO'},https://api.spotify.com/v1/albums/4RDhtq2Wulq2Yle5ghoctO,4RDhtq2Wulq2Yle5ghoctO,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273576806a4eef89250add72db1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02576806a4eef89250add72db1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851576806a4eef89250add72db1', 'width': 64}]",Blues and Boogie Shoes,2006,year,12,album,spotify:album:4RDhtq2Wulq2Yle5ghoctO
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0OwaxYpG77PWKSLtj1QzG8'}, 'href': 'https://api.spotify.com/v1/artists/0OwaxYpG77PWKSLtj1QzG8', 'id': '0OwaxYpG77PWKSLtj1QzG8', 'name': 'The Chambers Brothers', 'type': 'artist', 'uri': 'spotify:artist:0OwaxYpG77PWKSLtj1QzG8'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/34iXlCLQIUNg0bBURB39EN'},https://api.spotify.com/v1/albums/34iXlCLQIUNg0bBURB39EN,34iXlCLQIUNg0bBURB39EN,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733cbfbc129f33ecd2b18081c2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023cbfbc129f33ecd2b18081c2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513cbfbc129f33ecd2b18081c2', 'width': 64}]",Feelin' The Blues,1970,year,8,album,spotify:album:34iXlCLQIUNg0bBURB39EN
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6jk77JqCphAkcCIM7jHNI3'}, 'href': 'https://api.spotify.com/v1/artists/6jk77JqCphAkcCIM7jHNI3', 'id': '6jk77JqCphAkcCIM7jHNI3', 'name': 'Percy Fairweather and The Storm', 'type': 'artist', 'uri': 'spotify:artist:6jk77JqCphAkcCIM7jHNI3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6McOgwvoZ6gM0uIntaSSYM'}, 'href': 'https://api.spotify.com/v1/artists/6McOgwvoZ6gM0uIntaSSYM', 'id': '6McOgwvoZ6gM0uIntaSSYM', 'name': 'The Winters Brothers Band', 'type': 'artist', 'uri': 'spotify:artist:6McOgwvoZ6gM0uIntaSSYM'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/0rJoizrNwzAcUgPpP9hFYT'},https://api.spotify.com/v1/albums/0rJoizrNwzAcUgPpP9hFYT,0rJoizrNwzAcUgPpP9hFYT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734379822ce7e6ad0456ac1ac3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024379822ce7e6ad0456ac1ac3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514379822ce7e6ad0456ac1ac3', 'width': 64}]",Reign of Blues,2017-08-18,day,13,album,spotify:album:0rJoizrNwzAcUgPpP9hFYT
album,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0q1rG4V0YGk098yvqIW1PX'}, 'href': 'https://api.spotify.com/v1/artists/0q1rG4V0YGk098yvqIW1PX', 'id': '0q1rG4V0YGk098yvqIW1PX', 'name': 'Blackwater Rhythm and Blues Band', 'type': 'artist', 'uri': 'spotify:artist:0q1rG4V0YGk098yvqIW1PX'}]","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",{'spotify': 'https://open.spotify.com/album/66g4MzKJqTHx3uSnkQRyL2'},https://api.spotify.com/v1/albums/66g4MzKJqTHx3uSnkQRyL2,66g4MzKJqTHx3uSnkQRyL2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273417cd38a6af097648bb9f328', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02417cd38a6af097648bb9f328', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851417cd38a6af097648bb9f328', 'width': 64}]",Band of Brothers,2019-01-26,day,13,album,spotify:album:66g4MzKJqTHx3uSnkQRyL2
